county,state,cases_per_capita_100k,deaths_per_capita_100k,pop_per_sq_mile_2010
Darlington,SC,1.5010958,0,122.4
Dauphin,PA,0.359325761,0,510.6
Davidson,TN,0.144062327,0,1243.3
Davidson,NC,0.596626673,0,294.7
Davie,NC,2.333940158,0,156.2
Daviess,KY,0.985114914,0,210.9
Daviess,IN,5.996821685,0,73.7
Daviess,MO,12.08021261,0,15
Davis,UT,0.281308987,0,1025.8
Davis,IA,11.11111111,0,17.4
Davison,SD,10.11378003,5.056890013,44.8
Dawes,NE,11.64279893,0,6.6
Dawson,GA,3.830243603,0,105.9
Dawson,NE,4.238186056,0,24
Dawson,TX,7.856693903,0,15.4
Day,SD,18.43657817,0,5.6
De Soto,LA,7.28252558,0,30.4
De Witt,IL,6.394679627,0,41.7
Deaf Smith,TX,5.391998275,0,12.9
Dearborn,IN,4.043835173,0,164.1
Decatur,IN,22.59121202,0,69.1
Decatur,GA,3.787304954,0,46.6
Decatur,TN,8.574123296,0,35.2
Decatur,IA,12.7064803,0,15.9
Deer Lodge,MT,10.94091904,0,12.6
Defiance,OH,5.251135558,0,94.9
DeKalb,GA,0.263401541,0,2585.7
DeKalb,IL,0.95331611,0,166.6
DeKalb,TN,4.880429478,0,61.5
DeKalb,IN,2.300172513,0,116.4
DeKalb,AL,1.398347154,0,91.5
DeKalb,MO,7.970032677,0,30.6
Del Norte,CA,3.595570257,0,28.4
Delaware,PA,0.176445574,0,3040.5
Delaware,NY,2.265775462,0,33.3
Delaware,OH,0.478064032,0,393.2
Delaware,IN,0.87615543,0.87615543,300.1
Delaware,OK,2.325094748,0,56.2
Delaware,IA,5.878549174,0,30.7
Delta,CO,3.209036647,0,27.1
Delta,MI,2.794545048,0,31.7
Delta,TX,18.75820672,0,20.4
Dent,MO,6.42137032,0,20.8
Denton,TX,0.112713268,0,754.3
Denver,CO,0.275023343,0,3922.6
Des Moines,IA,2.566274027,0,96.9
Deschutes,OR,0.505837363,0,52.3
Desha,AR,8.802042074,0,16.9
DeSoto,MS,0.54070129,0,338.7
DeSoto,FL,2.631509697,0,54.7
Deuel,SD,22.98322225,0,7
Dewey,OK,20.44571662,0,4.8
Dewey,SD,16.97216565,0,2.3
DeWitt,TX,4.96031746,0,22.1
Dickens,TX,45.22840344,0,2.7
Dickey,ND,20.52545156,0,4.7
Dickinson,IA,5.794414185,0,43.8
Dickinson,MI,3.962122113,0,34.4
Dickinson,KS,5.415357955,0,23.3
Dickson,TN,3.707273671,0,101.4
Dillingham Census Area,AK,20.34174125,0,0.3
Dillon,SC,3.280947538,0,79.2
Dimmit,TX,9.877518767,0,7.5
Dinwiddie,VA,3.503363229,0,55.6
District of Columbia,,0.141693435,0,9856.6
Divide,ND,44.16961131,0,1.6
Dixie,FL,5.943183169,0,23.3
Dixon,NE,17.7430802,0,12.6
Doña Ana,NM,0.458305644,0,55
Dodge,MN,4.776917933,0,45.7
Dodge,WI,2.276892952,0,101.4
Dodge,GA,4.853190973,0,44
Dodge,NE,2.734855736,0,69.4
Doniphan,KS,13.15789474,0,20.2
Donley,TX,30.50640635,0,4
Dooly,GA,22.40477969,0,38.1
Door,WI,3.614283649,0,57.6
Dorchester,SC,0.614216659,0,238.2
Dorchester,MD,3.131949012,0,60.3
Dougherty,GA,6.821592614,0,287.7
Douglas,NE,1.750311118,0,1574.4
Douglas,CO,0.284775341,0,339.7
Douglas,OR,0.901063255,0,21.4
Douglas,KS,0.817935694,0,243.1
Douglas,GA,0.683326158,0,661.8
Douglas,WI,2.317497103,0,33.9
Douglas,NV,2.044780697,0,66.2
Douglas,WA,2.302608856,0,21.1
Douglas,IL,5.137426149,0,48
Douglas,MN,2.621850502,0,56.5
Douglas,SD,34.23485108,0,7
Douglas,MO,7.584376185,0,16.8
Drew,AR,5.488775454,0,22.3
Dubois,IN,2.339947585,0,98
Dubuque,IA,1.027633053,0,154
Duchesne,UT,5.015548199,0,5.7
Dukes,MA,5.76967459,0,160.2
Dunklin,MO,3.432769215,0,59.1
Dunn,WI,2.204196791,0,51.6
Dunn,ND,22.6039783,0,1.8
DuPage,IL,0.108351636,0,2799.8
Duplin,NC,1.702388451,0,71.7
Durham,NC,0.311053601,0,935.7
Dutchess,NY,0.339884032,0,373.9
Duval,FL,0.104410836,0,1133.9
Duval,TX,8.962982881,0,6.6
Dyer,TN,2.691138082,0,74.8
Eagle,CO,1.813993143,0,31
Early,GA,19.62708538,9.813542689,21.5
East Baton Rouge,LA,0.227242256,0,966.6
East Carroll,LA,14.57513482,0,18.4
East Feliciana,LA,20.90410243,0,44.7
Eastland,TX,10.89324619,0,20.1
Eaton,MI,1.813762832,0,187.3
Eau Claire,WI,0.955602699,0,154.8
Echols,GA,24.96255617,0,9.7
Ector,TX,1.804804389,0,152.8
Eddy,NM,1.710571331,1.710571331,12.9
Eddy,ND,43.72540446,0,3.8
Edgar,IL,5.827166249,0,29.8
Edgecombe,NC,1.942803855,0,111.9
Edgefield,SC,3.668378577,0,53.9
Edmonson,KY,16.46090535,0,40.2
Edmunds,SD,26.1164795,0,3.6
Edwards,KS,35.73981415,0,4.9
Edwards,IL,31.27443315,0,30.2
Effingham,GA,1.555306706,0,109.4
Effingham,IL,2.940484592,0,71.5
El Dorado,CA,1.037113092,0,106
El Paso,CO,0.138811193,0,292.6
El Paso,TX,0.11915571,0,790.6
Elbert,CO,11.22376445,0,12.5
Elbert,GA,5.209961446,0,57.4
Elk,PA,6.686726847,0,38.6
Elkhart,IN,0.484634658,0,426.5
Elko,NV,1.894728864,0,2.8
Elliott,KY,13.30317946,0,33.5
Ellis,TX,1.082098839,0,159.9
Ellis,KS,3.502258957,0,31.6
Ellsworth,KS,16.38806949,0,9.1
Elmore,AL,1.231390609,0,128.2
Elmore,ID,3.634909672,0,8.8
Emanuel,GA,4.415790868,0,33.2
Emery,UT,9.988014383,0,2.5
Emmet,MI,2.992667963,0,69.9
Emmet,IA,10.86012163,0,26
Emmons,ND,30.85467448,0,2.4
Emporia city,VA,18.70557426,0,859.7
Erath,TX,2.342030072,0,35
Erie,NY,0.326547673,0,881.4
Erie,PA,0.37074386,0,351.1
Erie,OH,1.34651119,1.34651119,306.4
Escambia,FL,0.314153231,0,453.4
Escambia,AL,2.729779161,0,40.5
Essex,MA,0.126737251,0,1508.8
Essex,NJ,0.125160362,0,6211.5
Essex,NY,2.711129185,0,21.9
Essex,VT,48.67759208,0,9.5
Essex,VA,18.25983749,0,43.4
Estill,KY,7.089181908,0,58
Etowah,AL,2.933468925,0,195.2
Evangeline,LA,5.988920497,0,51.3
Evans,GA,9.386146048,0,60.2
Fairbanks North Star Borough,AK,2.065070367,0,13.3
Fairfax,VA,0.087143539,0,2766.8
Fairfax city,VA,4.163370665,0,3616.8
Fairfield,CT,0.106007217,0,1467.2
Fairfield,SC,4.474873585,0,34.9
Fairfield,OH,1.269244926,0,289.8
Fall River,SD,14.89646954,0,4.1
Falls,TX,5.781349367,0,23.3
Falls Church city,VA,13.68269823,0,6169.1
Fannin,TX,2.815790956,0,38.1
Fannin,GA,3.818542844,0,61.2
Faribault,MN,7.324397568,0,20.4
Faulk,SD,43.49717268,0,2.4
Faulkner,AR,0.793606704,0,174.8
Fauquier,VA,5.616242172,0,100.7
Fayette,KY,0.309451899,0,1042.8
Fayette,GA,0.873965443,0,548.3
Fayette,IN,4.328629556,0,112.9
Fayette,IA,5.089058524,0,28.6
Fayette,TN,2.431138016,0,54.5
Fayette,PA,0.773550753,0,172.8
Fayette,OH,3.505696757,0,71.4
Fayette,TX,3.945395723,0,25.8
Fayette,IL,4.686914136,0,30.9
Fayette,AL,6.134216661,0,27.5
Fayette,WV,2.358156865,0,69.6
Fentress,TN,5.398693516,0,36
Ferry,WA,13.11131506,0,3.4
Fillmore,MN,9.493520672,0,24.2
Fillmore,NE,18.30831197,0,10.2
Finney,KS,2.742205281,0,28.2
Fisher,TX,26.10966057,0,4.4
Flagler,FL,0.868953172,0,197.1
Flathead,MT,0.963335453,0,17.9
Fleming,KY,6.858240176,0,41.2
Florence,SC,0.723102399,0.723102399,171.1
Florence,WI,23.28288708,0,9.1
Floyd,GA,1.015249041,0,188.9
Floyd,IN,1.273528438,0,504.1
Floyd,KY,2.809856978,0,100.3
Floyd,TX,17.5070028,0,6.5
Floyd,VA,6.349609499,0,40.2
Floyd,IA,6.393044368,0,32.6
Fluvanna,VA,3.66703337,0,89.8
Fond du Lac,WI,1.934179859,0,141.2
Ford,KS,2.974508462,0,30.8
Ford,IL,7.715454054,0,29
Forest,PA,13.7988133,0,18.1
Forest,WI,11.10617503,0,9.2
Forrest,MS,1.335166963,0,160.7
Forsyth,NC,0.523156201,0,859.2
Forsyth,GA,0.409413229,0,783.5
Fort Bend,TX,0.123200047,0,679.5
Foster,ND,31.15264798,0,5.3
Fountain,IN,6.117704637,0,43.6
Franklin,KS,3.914813655,0,45.5
Franklin,OH,0.075944214,0,2186.1
Franklin,IN,8.788118464,0,60.1
Franklin,WA,1.05017748,0,62.9
Franklin,KY,1.961130396,0,237.2
Franklin,MA,1.424907381,0,102.1
Franklin,MS,12.96512382,0,14.4
Franklin,NC,5.740116237,0,123.3
Franklin,PA,0.645048927,0,193.7
Franklin,VT,4.048419092,0,75.3
Franklin,VA,1.784376004,0,81.3
Franklin,TN,2.369219105,0,74
Franklin,AL,3.188572157,0,50
Franklin,MO,0.961843662,0,110
Franklin,NY,1.999120387,0,31.7
Franklin,GA,4.282838665,0,84.5
Franklin,IL,2.599495698,0,96.8
Franklin,ME,3.311367926,0,18.1
Franklin,LA,19.98501124,0,33.2
Franklin,TX,9.324009324,0,37.3
Franklin,FL,8.24742268,0,21.6
Franklin,AR,5.644933672,0,29.8
Franklin,IA,9.930486594,0,18.4
Franklin,NE,67.13662303,0,5.6
Franklin,ID,7.206687806,0,19.3
Franklin city,VA,12.55177608,0,1045.8
Frederick,MD,0.385286673,0,353.5
Frederick,VA,2.239315665,0,189.4
Fredericksburg city,VA,3.444000551,0,2326.2
Freeborn,MN,6.604801691,0,44.2
Freestone,TX,5.071765482,0,22.6
Fremont,WY,2.547056876,0,4.4
Fremont,CO,2.090344698,0,30.5
Fremont,ID,7.634170547,0,7.1
Fremont,IA,14.36781609,0,14.6
Fresno,CA,0.100089981,0,156.2
Frio,TX,4.924652812,0,15.2
Frontier,NE,38.06623525,0,2.8
Fulton,GA,0.187981055,0,1748
Fulton,NY,1.873255531,0,112.1
Fulton,IN,5.006508461,0,56.6
Fulton,OH,4.747661777,0,105.3
Fulton,PA,6.882312457,0,33.9
Fulton,IL,5.824111823,0,42.8
Fulton,KY,16.753225,0,33.2
Fulton,AR,8.014747135,0,19.8
Furnas,NE,21.38579983,0,6.9
Gadsden,FL,2.190100745,0,89.8
Gage,NE,4.648352159,4.648352159,26.2
Gaines,TX,4.6528941,0,11.7
Galax city,VA,15.75547503,0,854.6
Gallatin,MT,0.873866159,0,34.4
Gallatin,IL,20.71251036,0,17.3
Gallatin,KY,11.27522832,0,84.8
Gallia,OH,3.344705331,0,66.3
Galveston,TX,0.292278869,0,769.9
Garden,NE,108.8731628,0,1.2
Garfield,CO,1.664973943,0,19.1
Garfield,UT,19.79805979,0,1
Garfield,OK,3.275681342,0,57.2
Garfield,NE,50.78720163,0,3.6
Garland,AR,2.012355865,0,141.7
Garrard,KY,5.660590966,0,73.5
Garrett,MD,10.33983594,0,46.5
Garvin,OK,3.608675255,0,34.4
Garza,TX,16.05394124,0,7.2
Gasconade,MO,6.7999456,0,29.4
Gaston,NC,0.445376766,0,578.8
Gates,NC,8.64902266,0,35.8
Geary,KS,6.315124724,0,89.3
Geauga,OH,1.067817062,0,233.4
Gem,ID,5.521201413,0,29.8
Genesee,MI,0.246418917,0,668.5
Genesee,NY,1.745810056,0,121.9
Geneva,AL,3.806478627,0,46.6
Gentry,MO,15.21838381,0,13.7
George,MS,4.081632653,0,47.2
Georgetown,SC,3.190810466,0,73.9
Gibson,TN,2.035291963,0,82.4
Gibson,IN,5.941947176,0,68.7
Gila,AZ,1.851234774,0,11.3
Gilchrist,FL,5.38155204,0,48.4
Giles,TN,3.393972305,0,48.3
Giles,VA,5.980861244,0,48.6
Gillespie,TX,3.705350526,0,23.5
Gilmer,GA,3.187860627,0,66.3
Gilmer,WV,12.78281989,0,25.7
Gilpin,CO,16.01794009,0,36.3
Glacier,MT,7.271140842,0,4.5
Glades,FL,7.240605315,0,16
Gladwin,MI,3.929427482,0,51.2
Glascock,GA,33.65870077,0,21.4
Glasscock,TX,70.97232079,0,1.4
Glenn,CA,3.521994858,0,21.4
Gloucester,NJ,0.685786391,0,895.3
Gloucester,VA,2.677519546,0,169.2
Glynn,GA,2.344885804,0,189.7
Gogebic,MI,7.155635063,7.155635063,14.9
Golden Valley,MT,121.8026797,0,0.8
Goliad,TX,13.05823975,0,8.5
Gonzales,TX,4.799155349,0,18.6
Goochland,VA,4.209994527,0,77.2
Goodhue,MN,2.157962883,0,61
Gooding,ID,6.588049279,0,21.2
Gordon,GA,3.450477028,0,155.1
Goshen,WY,7.569449701,0,6
Gosper,NE,50.25125628,0,4.5
Gove,KS,37.93626707,0,2.5
Grady,OK,1.791023391,0,47.6
Grady,GA,4.059594852,0,55
Grafton,NH,1.112520303,0,52.2
Graham,AZ,2.574864176,0,8.1
Graham,NC,11.84693757,0,30.3
Grainger,TN,12.864494,0,80.7
Grand,CO,6.355662896,0,8
Grand,UT,10.25220422,0,2.5
Grand Forks,ND,2.879728154,0,46.5
Grand Isle,VT,13.82170007,0,85.2
Grand Traverse,MI,1.07425232,0,187.3
Grant,WA,1.02319585,0,33.3
Grant,AR,5.474952094,0,28.3
Grant,IN,1.520473171,0,169.2
Grant,OR,13.89081817,0,1.6
Grant,LA,4.466479075,0,34.7
Grant,WI,1.944050234,0,44.7
Grant,KY,3.988990387,0,95.6
Grant,ND,43.97537379,0,1.4
Grant,NM,3.703978072,0,7.4
Grant,OK,23.07869836,0,4.5
Grant,WV,8.644536653,0,25
Grant,KS,13.98601399,0,13.6
Grant,MN,16.74480911,0,11
Grant,SD,28.36074872,0,10.8
Granville,NC,1.654451301,0,112.7
Gratiot,MI,2.456338582,0,74.7
Graves,KY,2.683411152,0,67.3
Gray,TX,4.569130951,0,24.3
Gray,KS,16.7000668,0,6.9
Grays Harbor,WA,1.33224977,0,38.3
Grayson,TX,0.734149708,0,129.6
Grayson,KY,7.568017558,0,51.8
Grayson,VA,6.430868167,0,35.1
Greeley,NE,42.44482173,0,4.5
Green,WI,2.705627706,0,63.1
Green,KY,9.139932365,0,39.4
Green Lake,WI,5.287368477,0,54.5
Greenbrier,WV,2.885003751,0,34.8
Greene,MO,0.341196782,0,407.5
Greene,NY,4.238365686,0,76.1
Greene,AR,2.206287921,0,72.9
Greene,TN,1.447827535,0,110.6
Greene,OH,0.591936639,0,390.5
Greene,GA,5.457323728,0,41.3
Greene,PA,5.519829989,0,67.2
Greene,VA,5.045663252,0,117.8
Greene,AL,12.32893601,0,14
Greene,NC,14.23892923,0,80.3
Greene,IN,3.1326358,0,61.1
Greene,MS,7.36051818,0,20.2
Greene,IA,11.25112511,0,16.4
Greene,IL,15.42138947,0,25.6
Greenlee,AZ,10.52853232,0,4.6
Greensville,VA,8.821453776,0,41.5
Greenup,KY,2.849165195,0,107.2
Greenville,SC,0.191006643,0,574.7
Greenwood,SC,2.824419935,0,153.2
Greenwood,KS,16.71681712,0,5.9
Greer,OK,35.0140056,17.5070028,9.8
Gregg,TX,0.806809472,0,445.4
Gregory,SD,23.8948626,0,4.2
Grenada,MS,4.81741979,0,51.9
Griggs,ND,44.82294935,0,3.4
Grimes,TX,6.925207756,0,33.8
Grundy,IL,1.958710385,0,119.8
Grundy,TN,7.447680048,0,38
Grundy,IA,8.175277959,0,24.8
Grundy,MO,20.30456853,0,23.6
Guadalupe,TX,2.397406007,0,184.9
Guadalupe,NM,23.25581395,0,1.5
Guernsey,OH,2.572347267,0,76.8
Guilford,NC,0.186159419,0,756.4
Gulf,FL,7.33191583,0,28.1
Gunnison,CO,5.72672088,0,4.7
Guthrie,IA,9.355412106,0,18.5
Gwinnett,GA,0.106809079,0,1871.2
Habersham,GA,2.206141899,0,155.5
Haines Borough,AK,39.5256917,0,1.1
Hale,TX,2.993474226,0,36.1
Hale,AL,6.825472664,0,24.5
Halifax,VA,2.948895639,0,44.3
Halifax,NC,3.99920016,0,75.5
Hall,GA,0.489138676,0,457.5
Hall,NE,1.629912148,0,107.3
Hall,TX,33.73819163,0,3.8
Hamblen,TN,1.540025256,0,388
Hamilton,TN,0.271883938,0,620.3
Hamilton,IN,0.29584836,0,696.4
Hamilton,NY,22.64492754,0,2.8
Hamilton,OH,0.244656398,0,1976.7
Hamilton,NE,21.45002145,0,16.8
Hamilton,IA,6.769105801,0,27.2
Hamilton,FL,6.930967563,0,28.8
Hamilton,TX,11.81893393,0,10.2
Hamilton,KS,39.38558488,0,2.7
Hamilton,IL,12.32134056,0,19.5
Hamlin,SD,16.22323167,0,11.6
Hampden,MA,0.214421106,0,751
Hampshire,MA,0.621774545,0,299.8
Hampshire,WV,8.629989213,0,37.4
Hampton,SC,5.202372282,0,37.7
Hampton city,VA,0.74343915,0,2673.2
Hancock,MS,2.099428955,0,92.7
Hancock,IN,1.279295876,0,228.8
Hancock,OH,1.319557157,0,140.7
Hancock,IA,18.81467545,0,19.9
Hancock,WV,3.471017008,0,371.3
Hancock,KY,11.46526026,0,45.6
Hancock,ME,1.818611672,0,34.3
Hancock,GA,11.82452406,0,20
Hancock,IL,5.647165123,0,24.1
Hancock,TN,15.10574018,0,30.7
Hand,SD,31.33813851,0,2.4
Hanover,VA,0.927936455,0,213.1
Hansford,TX,18.52194851,0,6.1
Hanson,SD,28.96032436,0,7.7
Haralson,GA,3.3566058,0,102
Hardee,FL,3.712365891,0,43.5
Hardeman,TN,3.992015968,0,40.8
Hardeman,TX,25.42588355,0,6
Hardin,KY,0.901241911,0,169.3
Hardin,TN,3.898331514,0,45.1
Hardin,TX,3.472101663,0,61.3
Hardin,IA,5.936127271,0,30.8
Hardin,OH,3.188267177,0,68.1
Hardin,IL,26.17115938,0,24.3
Harding,NM,160,0,0.3
Hardy,WV,7.259001161,0,24.1
Harford,MD,0.391479833,0,560.1
Harlan,KY,3.844675125,0,62.9
Harlan,NE,29.58579882,0,6.2
Harnett,NC,1.470847797,0,192.7
Harney,OR,13.52630867,0,0.7
Harper,OK,27.11496746,0,3.5
Harper,KS,18.39587932,0,7.5
Harris,TX,0.084865779,0,2402.4
Harris,GA,2.838006584,0,69
Harrison,KY,5.294927459,0,61.5
Harrison,IA,7.117944338,0,21.4
Harrison,MS,0.480584391,0,326
Harrison,IN,2.468221646,0,81.2
Harrison,WV,4.460568574,0,166.1
Harrison,TX,1.502561868,0,72.9
Harrison,MO,11.97318008,0,12.4
Harrison,OH,6.64893617,0,39.4
Harrisonburg city,VA,1.886223027,0,2808.2
Hart,GA,3.816065636,0,108.5
Hart,KY,5.253480431,0,44.2
Hartford,CT,0.112142825,0,1216.2
Hartley,TX,17.93400287,0,4.1
Harvey,KS,2.904528159,0,64.3
Haskell,OK,7.919537499,0,22.1
Haskell,KS,25.2016129,0,7.4
Haskell,TX,17.67408978,0,6.5
Hawaii,HI,0.4962459,0,45.9
Hawkins,TN,1.760997429,0,116.7
Hays,TX,0.43442185,0,231.7
Haywood,TN,11.55802127,0,35.2
Haywood,NC,1.604698557,0,106.6
Heard,GA,8.387150885,0,40
Hemphill,TX,26.18486515,0,4.2
Hempstead,AR,4.644250418,0,31.1
Henderson,KY,2.211900022,0,105.9
Henderson,NC,0.851665432,0,286.1
Henderson,TX,1.208649093,0,89.9
Henderson,TN,3.556567201,0,53.4
Henderson,IL,15.0466446,0,19.3
Hendricks,IN,0.587161135,0,357.4
Hendry,FL,2.379705868,0,34
Hennepin,MN,0.078998738,0,2081.7
Henrico,VA,0.604562025,0,1313.4
Henry,GA,0.426328333,0,633
Henry,MO,4.582111437,0,32
Henry,IA,5.011526511,0,46.4
Henry,IL,2.044446262,0,61.3
Henry,IN,2.08454932,0,126.2
Henry,TN,3.091667955,0,57.5
Henry,VA,1.977965465,0,141.6
Henry,KY,6.201165819,0,53.9
Henry,AL,11.62452775,0,30.8
Henry,OH,3.702880841,0,67.8
Herkimer,NY,1.630815897,0,45.7
Hernando,FL,2.062706271,0,365.6
Hertford,NC,4.223508046,0,69.9
Hickman,TN,3.971721344,0,40.3
Hickman,KY,22.83105023,0,20.2
Hidalgo,TX,0.230227223,0,493.2
Hidalgo,NM,23.82086708,0,1.4
Highland,OH,2.316906466,0,78.8
Highland,VA,45.66210046,0,5.6
Highlands,FL,0.941433427,0,97.2
Hill,MT,6.066488716,0,5.6
Hill,TX,2.72858741,0,36.6
Hillsborough,FL,0.067936259,0,1204.9
Hillsborough,NH,0.239793777,0,457.4
Hillsdale,MI,2.192742024,0,78.1
Hinds,MS,0.862663906,0,282
Hinsdale,CO,121.9512195,0,0.8
Hitchcock,NE,36.20564808,0,4.1
Hocking,OH,7.076139258,0,69.7
Hockley,TX,4.343859954,0,25.2
Hodgeman,KS,55.74136009,0,2.2
Hoke,NC,1.810479053,0,120.2
Holmes,MS,5.878894768,0,25.4
Holmes,FL,5.097619412,0,41.6
Holmes,OH,2.274795268,0,100.3
Holt,MO,22.71178742,0,10.6
Holt,NE,9.933445912,0,4.3
Honolulu,HI,0.102610093,0,1586.7
Hood,TX,3.244488425,0,121.7
Hood River,OR,4.276794115,0,42.8
Hopewell city,VA,4.438723423,0,2198
Hopkins,TX,2.696580736,0,45.8
Hopkins,KY,2.237837354,0,86.6
Horry,SC,0.847263762,0,237.5
Hot Spring,AR,2.961120488,0,53.5
Hot Springs,WY,22.66032178,0,2.4
Houghton,MI,2.802376415,0,36.3
Houston,GA,0.633460659,0,372.5
Houston,TN,12.19363492,0,42.1
Houston,AL,0.944447593,0,175.1
Houston,MN,5.376344086,0,34.5
Houston,TX,4.353883664,0,19.3
Howard,IN,1.211475092,0,282.4
Howard,MD,0.307040437,0,1144.9
Howard,AR,15.14921982,0,23.4
Howard,IA,10.91941472,0,20.2
Howard,MO,9.9990001,0,21.9
Howard,TX,2.727471089,0,38.9
Howard,NE,31.0318076,0,11
Howell,MO,2.492708827,0,43.6
Hubbard,MN,4.653110604,0,22.1
Hudson,NJ,0.14872299,0,13731.4
Hudspeth,TX,20.46663938,0,0.8
Huerfano,CO,14.49905756,0,4.2
Hughes,SD,5.705808513,0,23
Hughes,OK,7.530687552,0,17.4
Humboldt,CA,0.737691615,0,37.7
Humboldt,NV,5.941417622,0,1.7
Humboldt,IA,10.46243984,0,22.6
Humphreys,MS,12.40079365,0,22.4
Humphreys,TN,10.76310408,0,34.9
Hunt,TX,1.014260503,0,102.5
Hunterdon,NJ,0.804045959,0,300
Huntingdon,PA,2.215133794,0,52.5
Huntington,IN,2.73822563,0,97
Huron,OH,1.716266777,0,121.3
Huron,MI,3.227784771,0,39.6
Hutchinson,SD,27.43107941,0,9
Hutchinson,TX,9.552010698,0,25
Hyde,SD,76.86395081,0,1.7
Hyde,NC,20.25521572,0,9.5
Iberia,LA,1.432049262,0,127.6
Iberville,LA,3.075882009,0,54
Ida,IA,14.57725948,0,16.4
Idaho,ID,5.999880002,0,1.9
Imperial,CA,2.207322793,0,41.8
Independence,AR,2.643754131,0,48
Indian River,FL,0.625300926,0,274.5
Indiana,PA,1.189442508,0,107.5
Ingham,MI,0.341990246,0,505.1
Inyo,CA,5.543544542,0,1.8
Ionia,MI,3.091333447,0,111.9
Iosco,MI,3.979782704,0,47.1
Iowa,WI,12.66998902,0,31.1
Iowa,IA,6.178942165,0,27.9
Iredell,NC,0.550036852,0,277.8
Irion,TX,65.10416667,0,1.5
Iron,UT,1.823519758,0,14
Iron,WI,17.58396343,17.58396343,7.8
Iron,MO,9.87654321,0,19.3
Iron,MI,9.036688957,0,10.1
Iroquois,IL,3.688131593,0,26.6
Irwin,GA,10.6202209,0,26.9
Isabella,MI,2.862376918,0,122.8
Isanti,MN,2.463296877,0,86.8
Island,WA,1.174522263,0,376.6
Isle of Wight,VA,2.694764073,0,111.8
Itasca,MN,2.215820962,0,16.9
Itawamba,MS,12.82599401,0,43.9
Izard,AR,7.337295473,0,23.6
Jack,TX,11.1919418,0,9.9
Jackson,OR,0.905206749,0,73
Jackson,OK,4.076640848,0,32.9
Jackson,MI,0.630875024,0,228.4
Jackson,MS,0.696296399,0,193.2
Jackson,MO,0.28449057,0,1115.3
Jackson,IL,1.762114537,0,103.1
Jackson,FL,2.154522342,0,54.2
Jackson,AL,1.937008484,0,49.4
Jackson,WV,3.49944009,0,62.9
Jackson,MN,10.15640869,0,14.6
Jackson,KS,7.592437932,0,20.5
Jackson,IN,2.260857769,0,83.2
Jackson,GA,1.37029475,0,178.1
Jackson,LA,6.351626016,0,28.6
Jackson,TX,6.775067751,0,17
Jackson,IA,5.144297546,0,31.2
Jackson,WI,9.688514266,0,20.7
Jackson,TN,16.96928559,0,37.7
Jackson,KY,22.50731488,0,39.1
Jackson,OH,6.170363743,0,79
Jackson,AR,5.981218972,0,28.4
Jackson,NC,4.551868542,0,82.1
Jackson,SD,29.90430622,0,1.6
James City,VA,3.920389948,0,470.4
Jasper,MO,0.824212053,0,183.9
Jasper,SC,3.325241911,0,37.8
Jasper,GA,7.032843379,0,37.8
Jasper,IA,2.689256421,0,50.4
Jasper,IN,2.979560217,0,59.8
Jasper,MS,6.103888177,0,25.2
Jasper,TX,5.629204312,0,38
Jasper,IL,20.81165453,0,19.6
Jay,IN,4.893325504,0,55.4
Jeff Davis,GA,6.615944426,0,45.6
Jefferson,CO,0.171561605,0,699.5
Jefferson,WA,3.103565997,0,16.6
Jefferson,KY,0.130419416,0,1948.1
Jefferson,LA,0.231217615,0,1463.1
Jefferson,AR,1.496468335,0,88.9
Jefferson,AL,0.303686911,0,592.5
Jefferson,TN,1.835030737,0,187.6
Jefferson,WV,1.749903755,0,255.2
Jefferson,NY,0.910464883,0,91.6
Jefferson,WI,1.179676533,0,150.4
Jefferson,MO,1.777138008,0,333.1
Jefferson,MT,8.182636445,0,6.9
Jefferson,TX,2.782581043,0,287.9
Jefferson,ID,6.695457132,0,23.9
Jefferson,KS,5.251273434,0,35.9
Jefferson,OH,1.530807501,0,170.7
Jefferson,MS,14.30615165,0,14.9
Jefferson,GA,6.509569067,0,32.2
Jefferson,IN,3.095208617,0,89.9
Jefferson,IA,5.46597431,0,38.7
Jefferson,FL,7.01951425,0,24.7
Jefferson,IL,2.65364611,0,68
Jefferson,OK,16.66111296,0,8.5
Jefferson,PA,2.302820956,0,69.3
Jefferson,OR,4.055478952,0,12.2
Jefferson,NE,14.19244962,0,13.2
Jefferson Davis,LA,3.187962255,0,48.5
Jefferson Davis,MS,35.94536305,0,30.6
Jenkins,GA,11.52604887,0,24
Jennings,IN,3.605552551,0,75.7
Jerauld,SD,49.67709886,0,3.9
Jerome,ID,4.096346059,0,37.5
Jersey,IL,4.592844349,0,62.2
Jessamine,KY,1.847916474,0,282.3
Jewell,KS,34.73428274,0,3.4
Jim Hogg,TX,19.23076923,0,4.7
Jim Wells,TX,2.470233684,0,47.2
Jo Daviess,IL,4.709206499,0,37.7
Johnson,KS,0.16600238,0,1149.6
Johnson,IA,1.984914649,0,213.1
Johnson,IN,1.896729406,0,435.8
Johnson,TX,1.137546426,0,208.3
Johnson,MO,1.84972809,0,63.4
Johnson,WY,11.84132623,0,2.1
Johnson,AR,3.762510347,0,38.7
Johnson,TN,5.621767484,0,61.1
Johnson,GA,10.37021674,0,32.9
Johnson,KY,4.506940689,0,89.2
Johnson,NE,19.71997634,0,13.9
Johnson,IL,8.053475074,0,36.6
Johnston,NC,0.477694075,0,213.4
Johnston,OK,18.04239964,0,17
